default,conta_corrente,prazo_emprestimo_meses,historico_credito,proposito_emprestimo,valor_emprestimo,reserva_cc,tempo_emprego_atual,taxa_comp_salario,sexo_est_civil,outros_fiadores,anos_residencia_atual,propriedade,idade,outros_planos_financiamento,tipo_residencia,n_creditos_banco,status_emprego,n_dependentes,telefone,trabalhador_estrangeiro
0,no checking account,24,1,8,2058,2,,4,3,none,2,1,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,9,2,3,2136,2,,3,1,none,2,1,25,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,12,2,1,1484,1,,2,4,none,1,1,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,6,2,8,660,4,,2,4,none,4,1,23,none,rent,1,unskilled - resident,1,none,yes
0,no checking account,24,1,4,1287,5,,4,2,none,4,1,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,42,1,8,3394,2,,4,1,co-applicant,4,4,65,none,own,2,unemployed/ unskilled - non-resident,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,12,5,6,609,2,,4,2,none,1,1,26,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
0,no checking account,12,2,4,1884,2,,4,1,none,4,4,39,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,12,2,3,1620,2,,2,2,co-applicant,3,2,30,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,20,3,9,2629,2,,2,1,none,3,4,29,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,no checking account,12,2,2,719,2,,4,1,none,4,4,41,bank,own,1,unskilled - resident,2,none,yes
1,0 <= ... < 200 DM,48,1,3,5096,2,,2,2,none,3,4,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,9,1,2,1244,1,,4,2,none,4,2,41,none,rent,2,unskilled - resident,1,none,yes
1,< 0 DM,36,2,4,1842,2,,4,2,none,4,4,34,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,7,2,1,2576,2,,2,1,guarantor,2,1,35,none,own,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,12,2,3,1424,1,,3,2,none,4,1,55,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,15,3,8,1512,5,,3,4,none,3,2,61,stores,own,2,skilled employee / official,1,none,yes
0,no checking account,36,1,5,11054,1,,4,1,none,2,4,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,6,2,1,518,2,,3,2,none,1,1,29,none,own,1,skilled employee / official,1,none,yes
0,no checking account,12,4,3,2759,2,,2,1,none,4,2,34,none,own,2,skilled employee / official,1,none,yes
0,no checking account,24,2,5,2670,2,,4,1,none,4,4,35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,2,4,4817,2,,2,1,co-applicant,3,2,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,5,2679,2,,4,2,none,1,3,29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,11,1,4,3905,2,,2,1,none,2,1,36,none,rent,2,skilled employee / official,2,none,yes
1,< 0 DM,12,2,5,3386,2,,3,1,none,4,3,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,6,2,7,343,2,,4,2,none,1,1,27,none,own,1,skilled employee / official,1,none,yes
0,no checking account,18,2,1,4594,2,,3,1,none,2,4,32,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,36,2,3,3620,2,,1,1,guarantor,2,2,37,none,own,1,skilled employee / official,2,none,yes
0,< 0 DM,15,2,4,1721,2,,2,1,none,3,1,36,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,2,3,3017,2,,3,2,none,1,1,34,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,0 <= ... < 200 DM,12,2,10,754,1,,4,1,none,4,2,38,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,2,6,1950,2,,4,1,none,1,4,34,stores,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,24,2,5,2924,2,,3,1,guarantor,4,3,63,bank,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,24,3,1,1659,2,,4,2,none,2,4,29,none,rent,1,unskilled - resident,1,"yes, registered under the customers name ",yes
0,no checking account,48,3,1,7238,1,,3,1,none,3,4,32,bank,own,2,skilled employee / official,2,none,yes
0,no checking account,33,3,6,2764,2,,2,2,none,2,4,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,3,5,4679,2,,3,1,none,3,4,35,none,own,2,unskilled - resident,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,24,2,1,3092,3,,3,4,none,2,4,22,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,6,2,2,448,2,,4,2,none,4,2,23,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,9,2,4,654,2,,4,1,none,3,4,28,none,own,1,unskilled - resident,1,none,yes
0,no checking account,6,2,10,1238,1,,4,1,none,4,2,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,18,1,1,1245,2,,4,4,none,2,4,33,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,18,4,3,3114,2,,1,2,none,4,2,26,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,39,2,5,2569,4,,4,1,none,4,4,24,none,own,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,24,2,1,5152,2,,4,1,none,2,4,25,bank,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,2,6,1037,3,,3,1,none,4,1,39,none,own,1,unskilled - resident,1,none,yes
0,< 0 DM,15,1,3,1478,2,,4,1,none,4,4,44,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,1,1,3573,2,,1,2,none,1,1,23,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,24,2,4,1201,2,,4,1,none,1,2,26,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,30,2,3,3622,5,,4,2,none,4,2,57,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,15,3,3,960,5,,3,2,none,2,2,30,none,own,2,skilled employee / official,1,none,yes
0,no checking account,12,1,4,1163,4,,4,1,none,4,1,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,6,3,4,1209,2,,4,1,none,4,2,47,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,1,3077,2,,2,1,none,4,4,52,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,4,3757,2,,4,2,co-applicant,4,3,62,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,10,2,4,1418,3,,3,1,none,2,1,35,none,rent,1,unskilled - resident,1,none,no
0,no checking account,6,2,4,3518,2,,2,1,guarantor,3,2,26,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,12,1,1,1934,2,,2,1,none,2,3,26,none,own,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,27,4,6,8318,2,,2,2,none,4,3,42,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,6,1,1,1237,3,,1,2,none,1,2,27,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,6,2,1,368,1,,4,1,none,4,2,38,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,12,1,4,2122,2,,3,1,none,2,1,39,none,rent,2,unskilled - resident,2,none,no
1,< 0 DM,24,2,3,2996,1,,2,4,none,4,4,20,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,36,2,3,9034,3,,4,1,co-applicant,1,3,29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,3,1585,2,,4,1,none,3,2,40,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,2,1,1301,2,,4,4,guarantor,2,1,32,none,own,1,unskilled - resident,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,6,1,4,1323,3,,2,3,none,4,4,28,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,24,2,4,3123,2,,4,2,none,1,2,27,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,36,2,5,5493,2,,2,1,none,4,3,42,none,for free,1,skilled employee / official,2,none,yes
0,>= 200 DM / salary assignments for at least 1 year,9,2,1,1126,3,,2,3,none,4,1,49,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,1,1,1216,3,,4,1,none,4,3,38,bank,own,2,skilled employee / official,2,none,yes
1,< 0 DM,24,2,4,1207,2,,4,2,none,4,2,24,none,rent,1,skilled employee / official,1,none,yes
1,no checking account,10,2,4,1309,1,,4,1,guarantor,4,2,27,none,own,1,unskilled - resident,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,15,1,5,2360,4,,2,1,none,2,4,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,15,5,4,6850,3,,1,1,none,2,2,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,no checking account,24,2,1,1413,2,,4,4,none,2,2,28,none,own,1,skilled employee / official,1,none,yes
0,no checking account,39,2,5,8588,3,,4,1,none,2,4,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,2,4,759,2,,4,1,none,2,1,26,none,own,1,skilled employee / official,1,none,yes
0,no checking account,36,2,5,4686,2,,2,1,none,2,3,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,15,2,6,2687,2,,2,1,none,4,2,26,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,3,1,585,2,,4,4,co-applicant,4,1,20,none,rent,2,skilled employee / official,1,none,yes
0,no checking account,24,2,4,2255,1,,4,1,none,1,2,54,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,6,1,4,609,2,,4,2,none,3,2,37,none,own,2,skilled employee / official,1,none,no
0,< 0 DM,6,1,4,1361,2,,2,1,none,4,1,40,none,own,1,unskilled - resident,2,none,no
1,no checking account,36,1,3,7127,2,,2,2,none,4,2,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,6,2,4,1203,3,,3,1,none,2,2,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,6,1,1,700,1,,4,1,none,4,3,36,none,for free,2,skilled employee / official,1,none,yes
0,no checking account,24,1,8,5507,2,,3,1,none,4,3,44,none,for free,2,skilled employee / official,1,none,yes
1,< 0 DM,18,2,1,3190,2,,2,2,none,2,1,24,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,48,4,3,7119,2,,3,1,none,4,3,53,none,for free,2,skilled employee / official,2,none,yes
0,no checking account,24,2,5,3488,3,,3,2,none,4,4,23,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,2,1,1113,2,,4,2,guarantor,4,1,26,none,own,1,unskilled - resident,2,none,yes
0,0 <= ... < 200 DM,26,2,5,7966,2,,2,1,none,3,4,30,none,own,2,skilled employee / official,1,none,yes
0,no checking account,15,1,2,1532,3,,4,2,none,3,4,31,none,own,1,skilled employee / official,1,none,yes
0,no checking account,4,1,1,1503,2,,2,1,none,1,1,42,none,own,2,unskilled - resident,2,none,yes
1,< 0 DM,36,2,1,2302,2,,4,3,none,4,4,31,none,rent,1,skilled employee / official,1,none,yes
0,< 0 DM,6,2,4,662,2,,3,1,none,4,1,41,none,own,1,unskilled - resident,2,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,36,2,2,2273,2,,3,1,none,1,4,32,none,own,2,skilled employee / official,2,none,yes
1,0 <= ... < 200 DM,15,2,4,2631,3,,2,2,none,4,4,28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,3,5,1503,2,,4,4,none,4,1,41,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,24,2,1,1311,3,,4,4,none,3,2,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,1,3105,1,,4,1,none,2,4,25,none,own,2,skilled employee / official,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,21,1,2,2319,2,,2,3,none,1,4,33,none,rent,1,skilled employee / official,1,none,yes
0,< 0 DM,6,2,4,1374,1,,4,2,none,3,2,75,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,18,1,3,3612,2,,3,2,none,4,2,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,48,2,4,7763,2,,4,1,none,4,3,42,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,18,2,3,3049,2,,1,2,none,1,2,45,stores,own,1,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,12,2,1,1534,2,,1,4,none,1,1,23,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,24,3,4,2032,2,,4,1,none,4,3,60,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,30,2,3,6350,1,,4,1,none,4,2,31,none,own,1,skilled employee / official,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,18,2,3,2864,2,,2,1,none,1,1,34,none,own,1,unskilled - resident,2,none,yes
0,no checking account,12,1,4,1255,2,,4,1,none,4,1,61,none,own,2,unskilled - resident,1,none,yes
1,< 0 DM,24,3,4,1333,2,,4,1,none,2,1,43,none,for free,2,skilled employee / official,2,none,yes
0,no checking account,24,1,4,2022,2,,4,2,none,4,4,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,1,1552,2,,3,1,none,1,4,32,bank,own,1,skilled employee / official,2,none,yes
1,< 0 DM,12,5,1,626,2,,4,2,none,4,1,24,bank,own,1,unskilled - resident,1,none,yes
0,no checking account,48,1,5,8858,1,,2,1,none,1,3,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,1,8,996,1,,4,2,none,4,1,23,none,own,2,skilled employee / official,1,none,yes
0,no checking account,6,5,1,1750,4,,2,1,none,4,2,45,bank,own,1,unskilled - resident,2,none,yes
1,< 0 DM,48,2,1,6999,2,,1,4,guarantor,1,1,34,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,1,4,1995,3,,4,1,none,1,4,27,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,9,2,2,1199,2,,4,2,none,4,2,67,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,12,2,1,1331,2,,2,1,none,1,4,22,stores,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,18,4,4,2278,3,,3,2,none,3,4,28,none,own,2,skilled employee / official,1,none,yes
1,no checking account,21,4,4,5003,1,,1,2,none,4,2,29,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,5,3,3552,2,,3,1,none,4,4,27,bank,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,18,1,3,1928,2,,2,1,none,2,1,31,none,own,2,unskilled - resident,1,none,yes
0,< 0 DM,24,2,5,2964,1,,4,1,none,4,3,49,bank,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,24,5,1,1546,2,,4,1,guarantor,4,4,24,bank,rent,1,unskilled - resident,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,6,3,1,683,2,,2,2,none,1,2,29,bank,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,36,2,4,12389,1,,1,1,none,4,3,37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24,3,6,4712,1,,4,1,none,2,2,37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24,3,1,1553,3,,3,2,none,2,2,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,2,4,1372,2,,2,3,none,3,4,36,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,1,1,2578,5,,2,1,none,2,4,34,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,48,2,1,3979,1,,4,1,none,1,4,41,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,48,2,1,6758,2,,3,2,none,2,4,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,2,3,3234,2,,4,2,none,4,1,23,none,rent,1,unskilled - resident,1,"yes, registered under the customers name ",yes
0,no checking account,30,1,1,5954,2,,3,1,co-applicant,2,4,38,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,2,5,5433,1,,2,2,none,4,2,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,15,2,6,806,2,,4,2,none,4,2,22,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,9,2,1,1082,2,,4,1,none,4,4,27,none,own,2,unskilled - resident,1,none,yes
0,no checking account,15,1,3,2788,2,,2,2,co-applicant,3,4,24,bank,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,2,1,2930,2,,2,2,none,1,1,27,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,1,2,1927,1,,3,2,none,2,4,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,36,1,4,2820,2,,4,3,none,4,4,27,none,own,2,skilled employee / official,1,none,yes
0,no checking account,24,2,10,937,2,,4,4,none,3,4,27,none,own,2,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,18,1,4,1056,2,,3,1,guarantor,3,1,30,bank,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,1,4,3124,2,,1,1,none,3,1,49,bank,own,2,unskilled - resident,2,none,yes
0,no checking account,9,2,3,1388,2,,4,2,none,2,1,26,none,rent,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,36,2,8,2384,2,,4,1,none,1,3,33,none,rent,1,unskilled - resident,1,none,yes
0,no checking account,12,2,4,2133,1,,4,2,none,4,3,52,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,18,2,3,2039,2,,1,2,none,4,1,20,bank,rent,1,skilled employee / official,1,none,yes
0,< 0 DM,9,1,4,2799,2,,2,1,none,2,1,36,none,rent,2,skilled employee / official,2,none,yes
0,< 0 DM,12,2,3,1289,2,,4,1,guarantor,1,2,21,none,own,1,unskilled - resident,1,none,yes
1,< 0 DM,18,2,7,1217,2,,4,4,none,3,1,47,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,1,3,2246,2,,3,1,none,3,2,60,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,12,1,1,385,2,,4,2,none,3,1,58,none,own,4,unskilled - resident,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24,3,4,1965,1,,4,2,none,4,4,42,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,21,2,6,1572,5,,4,2,none,4,1,36,bank,own,1,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,24,2,4,2718,2,,3,2,none,4,2,20,none,rent,1,unskilled - resident,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,5,9,1358,1,,4,1,none,3,4,40,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,6,5,4,931,3,,1,2,none,1,2,32,stores,own,1,unskilled - resident,1,none,yes
1,< 0 DM,24,2,4,1442,2,,4,2,none,4,4,23,none,rent,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,4,6,4241,2,,1,1,none,4,1,36,none,own,3,unskilled - resident,1,"yes, registered under the customers name ",yes
1,no checking account,18,1,4,2775,2,,2,1,none,2,2,31,bank,own,2,skilled employee / official,1,none,yes
0,no checking account,24,3,6,3863,2,,1,1,none,2,3,32,none,for free,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,7,2,1,2329,2,,1,2,guarantor,1,1,45,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,9,2,3,918,2,,4,2,none,1,2,30,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,5,2,1837,2,,4,2,none,4,3,34,bank,for free,1,unskilled - resident,1,none,yes
1,no checking account,36,2,3,3349,2,,4,2,none,2,4,28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,10,2,3,1275,2,,4,2,none,2,2,23,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,5,3,2828,4,,4,1,none,4,1,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,6,4526,2,,3,1,none,2,1,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,36,2,1,2671,3,,4,2,co-applicant,4,3,50,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,18,2,1,2051,2,,4,1,none,1,1,33,none,own,1,skilled employee / official,1,none,yes
0,no checking account,15,2,5,1300,1,,4,1,none,4,3,45,bank,for free,1,skilled employee / official,2,none,yes
1,< 0 DM,12,2,7,741,3,,4,2,none,3,2,22,none,own,1,skilled employee / official,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,10,2,4,1240,3,,1,2,none,4,3,48,none,for free,1,unskilled - resident,2,none,yes
0,< 0 DM,21,2,1,3357,5,,4,2,none,2,4,29,bank,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,5,5,3632,2,,1,2,guarantor,4,4,22,bank,rent,1,skilled employee / official,1,none,no
1,no checking account,18,3,3,1808,2,,4,2,none,1,1,22,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,48,4,6,12204,1,,2,1,none,2,4,48,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,60,3,1,9157,1,,2,1,none,2,3,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,< 0 DM,6,1,4,3676,2,,1,1,none,3,1,37,none,rent,3,skilled employee / official,2,none,yes
1,0 <= ... < 200 DM,30,2,3,3441,3,,2,2,co-applicant,4,4,21,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,12,2,4,640,2,,4,3,none,2,1,49,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,21,1,6,3652,2,,2,1,none,3,2,27,none,own,2,skilled employee / official,1,none,yes
1,no checking account,18,1,4,1530,2,,3,1,none,2,2,32,bank,own,2,skilled employee / official,1,none,yes
1,no checking account,48,2,6,3914,1,,4,3,none,2,1,38,bank,own,1,skilled employee / official,1,none,yes
0,< 0 DM,12,2,3,1858,2,,4,2,none,1,4,22,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,18,2,1,2600,2,,4,1,none,4,3,65,none,for free,2,skilled employee / official,1,none,yes
0,no checking account,15,2,1,1979,1,,4,1,none,2,4,35,none,own,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,6,2,3,2116,2,,2,1,none,2,1,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,9,5,4,1437,3,,2,1,none,3,3,29,none,own,1,skilled employee / official,1,none,yes
0,no checking account,42,1,3,4042,4,,4,1,none,4,1,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,9,2,2,3832,1,,1,1,none,4,1,64,none,own,1,unskilled - resident,1,none,yes
0,< 0 DM,24,2,1,3660,2,,2,2,none,4,4,28,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,18,5,3,1553,2,,4,1,none,3,4,44,bank,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,15,2,1,1444,1,,4,1,none,1,2,23,none,own,1,skilled employee / official,1,none,yes
1,no checking account,9,2,3,1980,2,,2,2,co-applicant,2,4,19,none,rent,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,2,4,1355,2,,3,2,none,4,4,25,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,2,1393,2,,4,1,none,4,2,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,24,2,1,1376,4,,4,2,none,1,4,28,none,own,1,skilled employee / official,1,none,yes
0,no checking account,60,3,1,15653,2,,2,1,none,4,4,21,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,2,1,1493,2,,4,2,none,3,4,34,none,own,1,skilled employee / official,2,none,yes
1,< 0 DM,42,3,1,4370,2,,3,1,none,2,2,26,bank,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,18,2,2,750,2,,4,2,none,1,1,27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
0,0 <= ... < 200 DM,15,2,8,1308,2,,4,1,none,4,4,38,none,own,2,unskilled - resident,1,none,yes
1,no checking account,15,2,2,4623,3,,3,1,none,2,2,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,1,1851,2,,4,4,guarantor,2,4,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,18,1,1,1880,2,,4,4,none,1,2,32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,no checking account,36,3,6,7980,1,,4,1,none,4,4,27,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,30,4,3,4583,2,,2,3,guarantor,2,1,32,none,own,2,skilled employee / official,1,none,yes
1,no checking account,12,2,4,1386,4,,2,2,none,2,2,26,none,own,1,skilled employee / official,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,24,2,4,947,2,,4,1,none,3,3,38,bank,for free,1,skilled employee / official,2,none,yes
1,< 0 DM,12,2,2,684,2,,4,1,none,4,4,40,none,rent,1,unskilled - resident,2,none,yes
0,< 0 DM,48,2,2,7476,2,,4,1,none,1,3,50,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,12,2,3,1922,2,,4,1,none,2,2,37,none,own,1,unskilled - resident,1,none,yes
1,< 0 DM,24,2,4,2303,2,,4,1,co-applicant,1,1,45,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,36,3,4,8086,3,,2,1,none,4,4,42,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
